EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label
105226,133.606,46.472,91.203,122.298,5.293,893.065,-6.776,1.869,27.574,283.015,0.545,0.708,0.887,62.431,1.11,-1.979,34.043,-0.438,-3.026,42.885,-1.718,364.762,3,124.464,-2.169,1.044,32.074,3.124,-0.926,186.54,0.001502705,s
105227,-999,55.236,112.209,1.759,-999,-999,-999,2.685,1.759,106.236,0.737,-1.401,-999,61.171,0.667,2.168,45.066,1.604,-0.348,36.947,-1.835,84.189,0,-999,-999,-999,-999,-999,-999,0,1.953395101,b
105228,-999,84.564,40.766,4.151,-999,-999,-999,1.219,4.151,71.177,0.956,-1.403,-999,36.398,0.912,2.974,34.779,0.891,1.755,58.184,-0.69,168.729,0,-999,-999,-999,-999,-999,-999,0,1.882002413,b
105229,83.352,72.732,72.079,10.167,-999,-999,-999,2.401,10.167,72.987,1.822,-1.4,-999,25.862,-0.675,-2.017,47.125,-1.688,2.089,33.387,-0.231,114.799,0,-999,-999,-999,-999,-999,-999,0,2.316024395,b
105230,-999,86.738,130.111,59.788,-999,-999,-999,4.015,0.236,124.864,1.64,1.412,-999,24.728,0.558,0.222,40.547,-2.139,-2.753,62.028,-0.664,94.764,1,59.589,0.086,2.204,-999,-999,-999,59.589,2.964004582,b
105231,86.484,55.331,62.872,13.874,-999,-999,-999,2.978,25.708,94.425,1.474,-1.411,-999,25.54,0.09,-2.83,37.643,-0.288,0.499,24.369,-1.804,188.328,1,31.242,1.676,2.742,-999,-999,-999,31.242,4.57108425,b
105232,63.828,32.559,39.495,92.217,-999,-999,-999,1.514,45.739,131.028,1.491,1.412,-999,23.44,1.84,-0.092,34.96,2.022,1.411,49.475,0.607,270.897,1,72.629,3.171,-2.936,-999,-999,-999,72.629,0.07389913,b
105233,138.861,105.048,75.911,21.295,-999,-999,-999,2.977,21.295,81.555,2.548,-1.398,-999,22.988,-1.172,0.178,58.567,-0.608,3.101,50.381,-0.557,96.943,0,-999,-999,-999,-999,-999,-999,0,5.077940973,b
105234,110.989,43.347,81.974,21.436,-999,-999,-999,2.721,21.436,81.757,1.053,-1.399,-999,39.82,1.853,0.963,41.937,2.331,-2.641,32.851,-1.394,134.653,0,-999,-999,-999,-999,-999,-999,0,4.341171219,b
105235,111.181,49.945,91.614,26.503,-999,-999,-999,3.394,26.503,60.952,1.049,-1.414,-999,29.747,0.91,-2.2,31.205,-1.04,1.304,37.167,-0.342,143.64,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
105236,-999,110.269,59.3,29.463,-999,-999,-999,2.299,29.463,70.474,2.473,-0.946,-999,20.294,-0.838,0.707,50.18,-1.257,-1.553,60.602,1.549,122.326,0,-999,-999,-999,-999,-999,-999,0,4.980174827,b
105237,120.624,1.215,80.959,57.562,4.012,270.963,-1.62,2.652,6.119,148.66,1.494,1.047,0.977,30.457,0.192,2.037,45.502,1.241,-1.811,31.374,-1.843,241.372,2,37.522,3.556,0.187,35.18,-0.456,1.751,72.701,0.001502705,s
105238,183.839,85.736,140.608,29.699,-999,-999,-999,2.873,23.032,174.202,1.857,-1.171,-999,49.949,0.769,-1.585,92.732,0.164,1.89,19.846,-1.175,176.62,1,31.522,-1.997,0.04,-999,-999,-999,31.522,2.19328641,b
105239,123.355,0.941,46.822,191.953,0.235,105.673,1.881,1.432,27.253,308.335,0.814,0.986,0,39.501,0.575,-2.231,32.152,0.669,-0.802,150.602,-0.789,396.591,2,166.223,1.494,1.805,70.459,1.259,2.752,236.682,0.00150187,s
105240,82.839,81.256,67.919,25.834,7.646,1427.965,-14.593,2.26,6.766,141.351,2.779,-1.403,0.976,20.89,-1.622,1.19,58.045,-0.742,-0.892,33.96,3.08,139.676,2,31.402,3.672,1.033,31.015,-3.974,3.087,62.417,2.412706702,b
105241,-999,66.251,91.987,0.469,-999,-999,-999,2.953,0.469,62.935,1.527,-1.382,-999,24.904,-0.187,-2.597,38.031,1.86,1.558,32.583,-0.893,51.267,0,-999,-999,-999,-999,-999,-999,0,5.943659016,b
105242,118.999,12.504,80.99,4.613,-999,-999,-999,2.985,4.613,83.439,0.621,-1.385,-999,51.483,0.062,-2.594,31.956,0.168,0.706,25.071,0.261,103.623,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
105243,79.426,63.697,62.411,22.018,-999,-999,-999,2.273,22.018,73.27,2.237,-1.174,-999,22.637,-0.077,-1.851,50.633,0.319,2.194,20.185,-0.774,165.714,0,-999,-999,-999,-999,-999,-999,0,2.217562657,b
105244,-999,82.268,78.331,3.14,-999,-999,-999,2.419,3.14,55.359,1.731,-1.343,-999,20.268,0.881,1.663,35.091,-1.42,2.409,48.944,-0.977,81.238,0,-999,-999,-999,-999,-999,-999,0,6.314342029,b
105245,115.691,17.643,79.836,19.195,-999,-999,-999,2.939,42.35,110.434,0.977,-1.39,-999,40.572,-0.945,1.608,39.659,-0.962,-1.331,22.648,-1.928,289.527,1,30.203,-1.225,-2.685,-999,-999,-999,30.203,0.018636117,s
105246,92.447,13.885,62.664,98.512,1.183,78.043,1.293,1.531,18.603,206.55,0.933,1.307,0.988,45.535,-0.662,0.954,42.482,-1.216,2.382,33.488,2.011,286.44,2,82.098,-1.873,-1.458,36.436,-0.69,-0.972,118.533,0.00150187,s
105247,354.849,99.673,307.125,78.16,-999,-999,-999,4.53,5.005,191.474,4.644,-1.405,-999,20.019,-1.935,2.942,92.96,1.963,0.634,45.908,-1.101,283.153,1,78.495,1.628,-2.972,-999,-999,-999,78.495,3.49605721,b
105248,-999,77.645,43.851,22.424,-999,-999,-999,1.523,22.424,60.097,1.078,-1.15,-999,28.919,-2.332,-0.871,31.178,-1.535,-2.169,48.621,1.124,115.542,0,-999,-999,-999,-999,-999,-999,0,4.530609834,b
105249,191.597,108.898,143.318,37.54,-999,-999,-999,2.769,3.146,194.47,1.967,0.694,-999,51.847,-1.941,1.331,101.96,-2.098,-1.434,29.72,1.412,238.422,1,40.663,-2.591,2.548,-999,-999,-999,40.663,0.002653311,s
105250,117.801,34.938,82.374,42.228,2.852,228.146,-1.866,2.879,12.482,187.606,1.919,1.414,0.444,27.753,-0.86,-1.376,53.267,-1.694,1.379,16.846,0.134,301.392,2,56.795,1.017,2.93,49.791,-1.835,-1.282,106.586,0.001502705,s
105251,-999,81.954,69.04,0.265,-999,-999,-999,2.479,0.265,71.707,2.072,-1.333,-999,23.342,2.101,-0.983,48.365,1.196,1.325,36.802,-2.297,29.17,0,-999,-999,-999,-999,-999,-999,0,5.157815331,b
105252,131.856,24.932,79.836,94.036,-999,-999,-999,2.12,26.875,179.072,0.967,1.386,-999,40.123,1.473,-2.294,38.779,0.202,2.292,42.565,2.915,217.659,1,100.17,2.525,-0.362,-999,-999,-999,100.17,0.001502705,s
105253,88.903,41.904,71.006,0.224,-999,-999,-999,3.033,0.224,48.011,1.239,-1.406,-999,21.443,0.353,-3.043,26.568,-1.65,0.962,20.441,-1.273,47.04,0,-999,-999,-999,-999,-999,-999,0,2.562264871,b
105254,83.192,5.841,46.897,92.373,2.31,265.228,-1.333,1.595,62.364,274.564,0.998,0.855,0.927,32.399,0.703,-2.312,32.331,0.346,2.416,56.702,2.279,329.297,3,92.202,-1.127,-0.423,61.974,1.183,2.651,209.834,0.309795156,b
105255,111.236,19.948,56.786,109.298,4.832,485.675,-4.94,1.769,41.879,164.304,0.808,1.313,0.598,40.69,0.601,1.52,32.866,0.786,-0.239,66.609,0.19,209.386,2,57.925,1.468,-2.854,32.823,-3.364,2.805,90.748,0.001502705,s
105256,167.888,125.537,75.749,208.891,0.768,92.307,-0.024,1.545,22.288,348.655,5.841,1.171,0.041,21.264,-1.119,-2.633,124.2,-0.335,2.318,106.519,-2.81,422.521,2,107.603,-0.033,-0.156,95.589,0.735,-0.51,203.191,2.500800005,b
105257,77.538,95.639,65.732,48.502,-999,-999,-999,1.862,0.83,126.751,2.658,-0.452,-999,21.513,0.223,-1.142,57.171,-1.103,0.165,42.633,-2.474,175.801,1,48.068,-2.424,2.302,-999,-999,-999,48.068,2.589520644,b
105258,145.701,46.599,109.74,37.587,6.158,1439.506,-9.4,2.843,34.092,255.9,2.069,-1.402,0.975,38.564,-0.152,1.051,79.782,-0.202,-2.39,7.714,0.051,328.584,2,87.772,-2.795,1.78,49.782,3.364,-0.745,137.554,0.001502705,s
105259,99.066,40.482,69.911,26.677,-999,-999,-999,3.123,26.677,68.226,0.768,1.414,-999,38.597,1.536,-1.238,29.628,1.016,1.966,20.072,-2.359,123.31,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
105260,-999,142.11,89.281,0.468,-999,-999,-999,2.467,0.468,107.651,3.066,-1.257,-999,26.478,-0.134,-2.25,81.173,-0.57,1.606,63.342,-1.266,49.785,0,-999,-999,-999,-999,-999,-999,0,2.312069335,b
105261,115.684,4.577,76.06,240.786,4.867,1012.198,-5.899,0.942,61.295,407.395,0.913,1.099,0.997,83.971,-0.447,-2.791,76.677,0.273,-2.184,89.406,-2.239,369.666,3,117.419,-2.284,0.961,68.056,2.582,0.461,246.747,0.001502705,s
105262,-999,83.783,54.659,0.723,-999,-999,-999,1.529,0.723,66.818,0.695,-1.395,-999,39.412,-0.836,2.17,27.406,0.643,1.778,64.88,-1.135,80.603,0,-999,-999,-999,-999,-999,-999,0,4.699712744,b
105263,210.084,78.786,168.963,36.536,0.73,155.492,0.337,3.413,22.019,257.675,2.372,-1.396,0.105,22.737,1.938,-0.151,53.934,-1.234,-1.412,33.183,2.476,346.482,3,79.544,-0.321,2.009,66.883,-1.051,-0.769,181.004,0.744056247,b
105264,252.5,92.113,171.526,0.499,-999,-999,-999,3.573,0.499,118.009,1.642,-1.372,-999,44.662,-0.224,2.409,73.348,-2.148,-0.602,29.184,2.731,139.494,0,-999,-999,-999,-999,-999,-999,0,2.667881754,b
105265,147.973,17.151,105.41,66.095,-999,-999,-999,3.248,66.095,93.044,0.712,-1.399,-999,54.346,0.055,0.152,38.698,1.136,-3.069,82.145,-2.763,289.455,0,-999,-999,-999,-999,-999,-999,0,0.744056247,b
105266,58.53,41.468,45.9,69.344,-999,-999,-999,1.131,11.442,158.659,1.556,-0.553,-999,34.028,-0.138,-1.007,52.946,-0.446,0.081,15.208,1.719,220.526,1,71.686,-0.322,-3.119,-999,-999,-999,71.686,0.983308563,b
105267,124.724,19.841,83.962,51.196,7.204,1819.405,-12.95,2.871,28.977,186.369,1.512,1.391,0.921,34.387,1.058,2.641,51.983,1.189,-0.226,30.164,0.28,194.344,2,56.403,-3.448,-2.344,43.595,3.755,1.206,99.999,0.001502705,s
105268,83.663,9.242,43.096,395.636,-999,-999,-999,0.426,8.028,618.183,0.465,1.222,-999,149.207,0.146,0.912,69.324,-0.006,1.31,182.633,1.228,670.225,1,399.652,-0.714,-1.999,-999,-999,-999,399.652,0.307169524,b
105269,-999,62.312,50.276,1.298,-999,-999,-999,1.97,1.298,54.608,1.258,-1.404,-999,24.182,-0.661,-2.53,30.426,0.416,2.105,36.088,-0.342,67.722,0,-999,-999,-999,-999,-999,-999,0,4.859679261,b
105270,-999,68.996,33.549,4.896,-999,-999,-999,1.3,4.896,55.85,1.337,-1.398,-999,23.899,2.033,-2.416,31.951,1.877,-1.125,39.988,1.487,96.238,0,-999,-999,-999,-999,-999,-999,0,4.429276691,b
105271,-999,82.542,67.669,61.216,-999,-999,-999,2.323,2.179,131.699,2.34,-1.305,-999,20.716,0.002,-0.875,48.484,-1.257,-2.827,67.371,1.843,106.78,1,62.499,-1.787,-0.56,-999,-999,-999,62.499,5.565716083,b
105272,109.835,47.029,73.858,76.331,2.981,252.931,1.92,2.396,19.521,227.824,2.086,1.37,1,21.889,-0.476,-2.869,45.661,-2.033,1.594,36.376,2.824,298.206,3,89.234,-0.544,-1.07,35.866,-3.526,0.524,160.274,0.744056247,b
105273,109.116,55.138,86.298,4.607,-999,-999,-999,2.522,4.607,86.23,1.017,-1.414,-999,42.749,-0.334,-0.101,43.481,0.357,2.325,25.616,-2.014,177.89,0,-999,-999,-999,-999,-999,-999,0,4.416365853,b
105274,101.038,64.939,72.775,49.829,3.368,207.559,-2.694,2.407,0.875,166.092,3.145,1.116,0.919,21.576,0.536,-2.57,67.861,0.112,-0.201,18.867,-2.475,202.846,2,41.771,1.308,1.563,34.884,-2.06,-2.982,76.655,1.454848473,b
105275,-999,137.569,73.361,153.15,0.145,289.217,1.364,1.764,49.333,492.859,0.614,-0.385,0,59.817,0.075,-2.866,36.7,-0.312,1.696,136.369,-1.918,552.177,3,216.223,-1.098,1.519,130.134,-1.243,-0.494,396.342,0.744056247,b
105276,141.672,72.947,82.255,124.634,6.032,1230.585,-9.095,2.285,5.436,218.613,0.392,1.11,0.876,68.303,-0.289,-2.565,26.758,-1.043,1.561,67.981,-2.67,258.98,2,74.647,3.069,0.24,48.905,-2.964,0.381,123.552,0.001502705,s
105277,126.032,43.005,84.309,47.583,-999,-999,-999,2.903,40.978,115.908,0.586,1.406,-999,50.969,0.492,1.817,29.887,-0.376,-1.696,23.061,2.668,138.86,1,35.053,0.123,0.306,-999,-999,-999,35.053,0.002653311,s
105278,78.95,20.295,57.698,48.14,-999,-999,-999,1.923,30.686,111.519,0.899,-0.06,-999,31.524,-0.113,3.101,28.332,1.242,1.736,17.704,0.795,152.833,1,51.663,1.703,-1.676,-999,-999,-999,51.663,1.454848473,b
105279,174.909,70.289,123.54,35.336,-999,-999,-999,3.687,35.336,78.96,1.646,1.413,-999,29.836,-0.53,-2.182,49.124,1.587,0.837,34.978,-1.187,109.604,0,-999,-999,-999,-999,-999,-999,0,2.744776782,b
105280,-999,68.233,90.837,1.401,-999,-999,-999,2.334,1.401,90.87,0.747,-1.402,-999,52.015,0.883,-0.854,38.855,1.863,-2.972,46.845,1.458,65.999,0,-999,-999,-999,-999,-999,-999,0,4.37290097,b
105281,-999,49.857,88.049,15.107,-999,-999,-999,2.555,15.107,96.798,0.518,-1.39,-999,63.766,0.863,-1.932,33.032,0.998,1.8,50.462,0.486,154.557,0,-999,-999,-999,-999,-999,-999,0,0.00150187,s
105282,160.394,69.429,101.724,30.784,-999,-999,-999,2.858,30.784,98.385,1.758,1.301,-999,35.678,-0.825,2.709,62.707,-1.69,-0.016,21.539,2.457,40.349,0,-999,-999,-999,-999,-999,-999,0,0.00150187,s
105283,160.192,84.652,122.8,27.711,-999,-999,-999,2.792,14.942,168.282,1.882,-0.757,-999,45.179,1.893,1.698,85.018,2.121,-1.084,21.094,1.992,296.17,1,38.084,-1.141,3.062,-999,-999,-999,38.084,2.134168904,b
105284,130.951,75.957,92.159,40.242,-999,-999,-999,2.881,10.346,128.138,0.866,-1.167,-999,48.981,-2.411,0.176,42.425,-2.002,-2.676,34.034,0.53,205.434,1,36.731,-0.954,-2.719,-999,-999,-999,36.731,1.878916523,b
105285,110.979,38.226,84.292,151.02,-999,-999,-999,1.524,3.367,311.226,0.207,0.292,-999,133.94,-0.033,2.661,27.678,0.135,-2.107,17.457,2.068,328.122,1,149.608,-1.669,-0.382,-999,-999,-999,149.608,0.018636117,s
105286,-999,85.358,82.995,48.75,-999,-999,-999,2.981,8.613,112.517,1.01,-1.309,-999,31.656,0.082,-2.757,31.974,1.688,1.014,58.829,-1.77,168.716,1,48.886,1.106,1.231,-999,-999,-999,48.886,2.315854379,b
105287,79.593,22.5,38.429,131.422,0.165,50.955,8.114,1.254,5.333,195.765,0.965,1.048,0,29.846,1.862,-2.748,28.815,0.717,3.025,75.497,-2.771,247.387,2,106.725,2.932,0.055,30.379,2.767,0.955,137.104,1.454848473,b
105288,146.228,15.405,94.273,5.436,-999,-999,-999,2.852,5.436,101.667,0.466,-1.282,-999,69.359,0.393,3.079,32.309,0.626,-0.361,35.076,0.1,147.928,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
105289,81.746,98.763,61.316,37.322,2.729,481.885,-1.56,2.509,199.146,566.416,1.846,-1.149,0.706,21.198,-1.318,-0.247,39.141,-0.256,2.026,62.603,-1.254,587.236,3,148.697,1.913,1.245,103.751,-0.815,-0.128,506.077,1.087503123,b
105290,96.36,0.068,67.039,32.678,-999,-999,-999,2.329,2.104,105.736,0.746,1.006,-999,42.203,-1.227,-0.139,31.477,-1.324,-2.467,8.611,-2.463,126.517,1,32.056,0.228,1.836,-999,-999,-999,32.056,1.681611443,b
105291,-999,80.339,50.712,1.633,-999,-999,-999,1.726,1.633,57.099,1.4,-1.379,-999,23.79,1.133,2.063,33.309,-0.272,3.065,50.211,-0.454,107.804,0,-999,-999,-999,-999,-999,-999,0,5.239457632,b
105292,-999,73.456,17.891,63.692,-999,-999,-999,0.538,4.658,124.991,0.981,-0.034,-999,33.063,0.742,-0.25,32.425,0.212,-0.345,55.57,1.746,215.041,1,59.503,-2.451,-2.582,-999,-999,-999,59.503,1.948218858,b
105293,113.354,70.457,74.822,85.609,-999,-999,-999,2.424,45.51,153.156,0.869,1.373,-999,42.062,2.072,-1.082,36.567,1.649,2.814,57.609,-1.719,305.434,1,74.528,0.845,0.734,-999,-999,-999,74.528,0.07389913,b
105294,117.592,12.852,54.892,154.232,2.961,256.981,-2.083,1.363,58.189,259.357,0.547,1.221,0.923,58.834,0.872,-0.468,32.179,0.748,0.889,90.435,0.651,320.348,3,88.333,-1.151,-2.766,40.694,1.81,-1.759,168.344,0.00150187,s
105295,-999,155.525,123.693,206.56,1.869,286.525,2.054,2.807,37.407,441.04,0.505,-0.881,0.766,58.625,-0.101,1.328,29.59,-2.193,-0.543,204.914,2.494,474.151,3,218.741,-0.776,-1.339,54.1,-2.645,0.339,352.825,0.744056247,b
105296,459.997,24.262,315.767,12.798,-999,-999,-999,3.364,12.798,254.321,0.629,-1.394,-999,156.14,-0.055,-0.707,98.181,-1.509,2.327,47.254,2.685,198.496,0,-999,-999,-999,-999,-999,-999,0,1.681611443,b
105297,127.163,18.649,86.465,130.328,0.883,86.385,-0.195,1.715,20.6,238.582,1.14,1.393,0.421,43.452,-1.171,2.107,49.551,0.399,2.796,42.873,2.389,293.923,2,110.872,0.43,-0.616,34.707,-0.453,-1.698,145.578,0.002653311,s
105298,83.1,76.934,78.304,59.05,2.465,174.876,-0.61,1.984,72.752,183.561,1.205,-0.349,0.954,31.709,0.645,-1.58,38.208,-1.223,-0.91,59.918,0.958,304.36,2,81.026,0.279,-2.823,32.618,-2.186,-1.495,113.644,0.744056247,b
105299,118.374,63.361,90.242,103.355,5.997,1049.061,-8.992,2.051,7.863,236.435,3.94,1.345,0.899,26.581,-1.009,-1.497,104.72,-0.964,2.736,20.298,-2.032,321.742,2,57.041,3.012,0.431,48.092,-2.985,-0.435,105.133,0.001502705,s
105300,-999,87.764,135.562,3.266,-999,-999,-999,3.033,3.266,69.24,1.245,-1.408,-999,30.841,1.108,0.3,38.399,-1.675,-0.907,53.949,2.772,86.414,0,-999,-999,-999,-999,-999,-999,0,2.85546813,b
105301,-999,94.269,69.172,1.845,-999,-999,-999,2.136,1.845,62.405,2.12,-1.331,-999,20.001,0.467,-2.168,42.404,-1.409,-1.146,53.688,1.684,72.693,0,-999,-999,-999,-999,-999,-999,0,2.751378122,b
105302,116.133,0.047,67.31,71.618,5.322,856.003,-5.142,2.932,5.123,188.764,1.671,0.996,0.487,25.688,0.465,2.668,42.929,0.866,-0.711,53.405,-0.71,240.868,2,66.622,-4.053,3.079,53.525,1.269,1.303,120.147,0.018636117,s
105303,98.37,54.534,73.833,36.224,0.901,332.143,0.072,2.517,94.769,488.44,2.706,-1.412,0.577,22.764,1.438,-1.937,61.598,0.859,1.897,16.285,-0.177,491.846,3,174.407,0.975,1.416,133.983,0.074,-1.28,404.077,1.097968351,b
105304,116.402,50.197,80.524,33.314,-999,-999,-999,3.25,4.147,96.788,0.732,-0.219,-999,38.031,0.637,-1.114,27.851,-0.723,2.217,22.655,-1.005,122.666,1,30.907,-0.173,2.049,-999,-999,-999,30.907,0.018636117,s
105305,-999,98.735,108.966,24.281,-999,-999,-999,2.804,24.281,65.376,2.01,-0.891,-999,21.718,-1.961,-1.952,43.658,0.636,-0.895,55.951,2.342,228.819,0,-999,-999,-999,-999,-999,-999,0,3.041241827,b
105306,192.758,91.561,106.353,50.48,-999,-999,-999,3.006,2.258,173.886,3.585,1.327,-999,26.635,-1.212,-2.845,95.48,-1.899,0.081,22.818,-2.668,225.22,1,51.772,0.263,2.897,-999,-999,-999,51.772,2.430161748,b
105307,98.495,1.457,68.989,0.928,-999,-999,-999,3.179,0.928,65.81,0.74,-1.366,-999,37.832,-0.759,-0.955,27.978,-0.067,2.148,9.174,2.239,71.381,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
105308,76.595,24.371,43.291,119.635,-999,-999,-999,1.38,39.562,186.728,1.683,0.839,-999,22.677,0.541,-2.266,38.174,1.851,-1.832,61.925,-2.339,314.89,1,125.877,-0.043,1.292,-999,-999,-999,125.877,1.454848473,b
105309,171.107,132.634,136.273,35.5,-999,-999,-999,2.388,5.886,185.392,1.921,-1.175,-999,52.158,0.254,2.097,100.172,-0.109,-0.263,44.188,3.039,177.558,1,33.061,0.945,-2.572,-999,-999,-999,33.061,2.153504653,b
105310,94.481,25.572,64.996,61.842,-999,-999,-999,2.231,25.238,110.43,1.777,-0.319,-999,25.984,-2.132,-2.779,46.176,-1.467,1.374,36.531,0.741,170.853,1,38.269,-1.727,-1.946,-999,-999,-999,38.269,4.865735149,b
105311,108.296,1.067,53.146,163.319,2.348,255.645,-0.51,1.396,23.077,281.94,1.157,0.983,0.975,37.371,0.558,2.098,43.236,1.118,0.818,105.754,0.803,347.685,2,164.105,-0.242,-2.199,37.229,2.106,-0.602,201.333,0.071357137,b
105312,116.331,15.471,66.783,86.407,-999,-999,-999,2.03,3.593,158.552,0.894,0.575,-999,36.931,-0.442,0.375,33.016,-1.576,-1.308,59.634,-1.659,196.986,1,88.604,0.702,2.055,-999,-999,-999,88.604,0.002653311,s
105313,78.196,63.592,62.917,5.784,-999,-999,-999,2.524,5.784,60.524,1.772,-1.31,-999,21.832,-1.79,-0.527,38.692,-0.66,-2.783,27.312,0.777,65.244,0,-999,-999,-999,-999,-999,-999,0,2.349692909,b
105314,66.621,64.476,57.803,23.791,-999,-999,-999,1.73,23.791,68.86,1.098,-1.369,-999,32.82,-1.778,2.963,36.04,-0.724,-1.948,30.544,0.716,172.769,0,-999,-999,-999,-999,-999,-999,0,4.723823409,b
105315,104.167,19.627,48.433,317.205,-999,-999,-999,0.771,1.388,444.518,1.563,1.314,-999,50.223,-0.956,-1.632,78.478,-1.507,-2.17,193.008,-2.011,476.776,1,315.817,0.056,1.15,-999,-999,-999,315.817,0.001502705,s
105316,-999,74.356,72.613,2.689,-999,-999,-999,2.158,2.689,82.727,1.221,-1.406,-999,37.239,-0.475,1.5,45.487,-0.557,-2.627,37.155,-0.368,112.049,0,-999,-999,-999,-999,-999,-999,0,4.348746748,b
105317,113.968,35.365,82.469,16.353,-999,-999,-999,3.302,16.353,67.564,0.794,-1.414,-999,37.662,-1.007,-1.671,29.902,0.325,1.591,15.768,-0.313,224.541,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
105318,128.171,0.905,89.088,149.867,2.576,273.659,-0.91,1.482,22.942,302.669,1.1,0.981,0.436,56.972,0.764,-1.529,62.678,-0.308,-2.551,49.646,-2.567,367.765,2,146.315,2.153,1.312,36.704,-0.422,-0.55,183.019,0.018636117,s
105319,129.881,25.283,74.889,78.597,-999,-999,-999,2.334,24.207,133.539,0.895,1.37,-999,40.022,0.94,1.266,35.811,0.081,-0.904,46.09,-0.271,246.429,1,57.707,0.747,-2.989,-999,-999,-999,57.707,0.018636117,s
105320,103.926,75.7,69.713,45.474,-999,-999,-999,2.766,0.098,114.823,1.187,1.282,-999,31.735,1.021,1.659,37.68,1.498,-1.066,42.116,1.442,83.267,1,45.407,-3.011,-2.046,-999,-999,-999,45.407,0.001502705,s
105321,117.868,78.134,92.594,26.771,-999,-999,-999,2.518,20.848,121.777,1.424,-1.078,-999,34.026,-0.248,1.064,48.462,-1.609,-3.101,31.535,-0.032,160.459,1,39.289,-1.194,-1.037,-999,-999,-999,39.289,2.352897052,b
105322,81.313,52.248,61.177,24.904,-999,-999,-999,3.118,24.904,56.977,1.006,1.342,-999,28.4,1.056,0.947,28.578,0.285,-2.315,24.229,1.066,168.651,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
105323,264.244,56.684,167.225,0.341,-999,-999,-999,4.371,0.341,68.103,1.742,-1.37,-999,24.836,0.903,-0.762,43.267,-2.275,2.519,18.744,-0.426,82.996,0,-999,-999,-999,-999,-999,-999,0,6.901581853,b
105324,83.279,18.173,61.704,19.368,-999,-999,-999,2.929,19.368,63.409,1.534,-1.409,-999,25.019,-1.561,0.749,38.39,-1.65,-2.178,9.543,3.116,97.403,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
105325,93.027,52.666,49.838,75.953,-999,-999,-999,1.932,5.232,132.942,1.43,1.324,-999,25.059,1.742,-1.635,35.831,1.407,2.746,44.774,-2.103,155.479,1,72.053,2.771,0.667,-999,-999,-999,72.053,1.681611443,b
105326,136.109,8.072,73.446,90.395,4.746,581.361,-1.899,2.429,3.533,187.266,1.232,0.754,0.883,32.607,1.983,2.345,40.17,1.093,-1.678,70.623,-1.526,179.382,2,75.714,-0.441,1.769,38.775,4.305,0.392,114.489,0.001502705,s
105327,-999,89.607,76.902,5.825,-999,-999,-999,1.713,5.825,106.574,0.523,-1.375,-999,69.976,-0.829,-0.282,36.597,-0.582,-1.977,76.064,2.278,149.129,0,-999,-999,-999,-999,-999,-999,0,1.718421593,b
105328,117.463,16.172,86.041,3.321,-999,-999,-999,3.235,3.321,67.415,0.869,-1.401,-999,36.073,1.212,0.165,31.342,-0.268,-2.712,10.844,2.663,94.207,0,-999,-999,-999,-999,-999,-999,0,0.018636117,s
105329,-999,62.485,160.621,27.408,-999,-999,-999,2.524,27.408,167.618,0.666,-1.278,-999,100.608,-0.609,0.217,67.01,-0.108,2.691,67.744,-2.628,199.839,0,-999,-999,-999,-999,-999,-999,0,4.025121533,b
105330,102.923,1.622,60.825,97.839,0.125,34.031,0.041,1.758,2.55,172.048,0.865,0.955,0,36.681,-2.051,1.605,31.747,-0.758,2.796,47.12,2.838,227.931,2,62.43,0.274,-0.941,41.188,0.149,-0.336,103.619,1.681611443,b
105331,-999,79.27,100.604,42.942,0.943,51.565,0.004,1.943,15.602,170.54,0.342,-0.438,0,76.135,0.522,1.249,26.032,2.459,1.4,61.756,-2.045,257.865,2,34.893,-0.947,-2.033,33.481,-0.004,-0.905,68.374,0.744056247,b
105332,148.024,71.431,125.925,20.293,-999,-999,-999,3.684,20.293,68.02,1.824,-1.409,-999,24.082,-0.99,-0.582,43.938,1.587,2.05,37.776,-2.096,126.877,0,-999,-999,-999,-999,-999,-999,0,0.744056247,b
105333,138.954,52.048,106.685,29.617,-999,-999,-999,2.714,25.046,161.038,1.716,-1.23,-999,39.382,-1.58,-1.227,67.591,-2.301,2.439,10.101,-0.523,225.125,1,54.064,0.317,0.084,-999,-999,-999,54.064,2.101926402,b
